[ 2026-03-29 19:31:45,712 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-03-29 19:32:05,153 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-03-29 19:32:05,176 ] 107 dagshub - INFO - Accessing as Itisingh3
[ 2026-03-29 19:32:09,658 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Itisingh3/NETWORK-SECURITY "HTTP/1.1 200 OK"
[ 2026-03-29 19:32:16,315 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-03-29 19:32:16,319 ] 107 dagshub - INFO - Initialized MLflow to track repo "Itisingh3/NETWORK-SECURITY"
[ 2026-03-29 19:32:16,330 ] 107 dagshub - INFO - Repository Itisingh3/NETWORK-SECURITY initialized!
[ 2026-03-29 19:32:16,331 ] 19 root - INFO - Initiate the data ingestion
[ 2026-03-29 19:32:27,931 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-03-29 19:32:27,932 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-29 19:32:27,933 ] 72 root - INFO - Exporting train and test file path.
[ 2026-03-29 19:32:28,033 ] 81 root - INFO - Exported train and test file path.
[ 2026-03-29 19:32:28,034 ] 21 root - INFO - Data Initiation Completed
[ 2026-03-29 19:32:28,047 ] 25 root - INFO - Initiate the data Validation
[ 2026-03-29 19:32:28,154 ] 32 root - INFO - Required number of columns:2
[ 2026-03-29 19:32:28,154 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-29 19:32:28,154 ] 32 root - INFO - Required number of columns:2
[ 2026-03-29 19:32:28,155 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-29 19:32:28,453 ] 27 root - INFO - data Validation Completed
[ 2026-03-29 19:32:28,454 ] 30 root - INFO - data Transformation started
[ 2026-03-29 19:32:28,454 ] 61 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-29 19:32:28,454 ] 63 root - INFO - Starting data transformation
[ 2026-03-29 19:32:28,505 ] 46 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-29 19:32:28,506 ] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-29 19:32:28,532 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 19:32:28,537 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 19:32:28,538 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 19:32:28,545 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 19:32:28,547 ] 34 root - INFO - data Transformation completed
[ 2026-03-29 19:32:28,547 ] 36 root - INFO - Model Training sstared
[ 2026-03-29 19:39:26,074 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 19:39:26,077 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 19:39:26,077 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 19:39:26,080 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 19:39:26,080 ] 128 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_29_2026_19_31_46\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909017387788112, precision_score=0.9909017387788112, recall_score=0.9909017387788112), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.974485596707819, precision_score=0.9712879409351928, recall_score=0.9777043765483072))
[ 2026-03-29 19:39:26,083 ] 41 root - INFO - Model Training artifact created
