[ 2026-03-29 17:07:24,085 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-03-29 17:07:34,592 ] 19 root - INFO - Initiate the data ingestion
[ 2026-03-29 17:07:49,332 ] 62 root - INFO - Performed train test split on the dataframe
[ 2026-03-29 17:07:49,332 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-29 17:07:49,333 ] 72 root - INFO - Exporting train and test file path.
[ 2026-03-29 17:07:49,435 ] 81 root - INFO - Exported train and test file path.
[ 2026-03-29 17:07:49,437 ] 21 root - INFO - Data Initiation Completed
[ 2026-03-29 17:07:49,458 ] 25 root - INFO - Initiate the data Validation
[ 2026-03-29 17:07:49,575 ] 32 root - INFO - Required number of columns:2
[ 2026-03-29 17:07:49,575 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-29 17:07:49,575 ] 32 root - INFO - Required number of columns:2
[ 2026-03-29 17:07:49,575 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-29 17:07:49,843 ] 27 root - INFO - data Validation Completed
[ 2026-03-29 17:07:49,844 ] 30 root - INFO - data Transformation started
[ 2026-03-29 17:07:49,844 ] 61 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-29 17:07:49,845 ] 63 root - INFO - Starting data transformation
[ 2026-03-29 17:07:49,905 ] 46 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-29 17:07:49,905 ] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-29 17:07:49,930 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 17:07:49,936 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 17:07:49,939 ] 34 root - INFO - data Transformation completed
[ 2026-03-29 17:07:49,939 ] 36 root - INFO - Model Training sstared
[ 2026-03-29 17:14:23,352 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-29 17:14:23,354 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-29 17:14:23,354 ] 123 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_29_2026_17_07_24\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911666159000914, precision_score=0.9896593673965937, recall_score=0.9926784624771202), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9748100759696121, precision_score=0.9666931007137193, recall_score=0.9830645161290322))
[ 2026-03-29 17:14:23,359 ] 41 root - INFO - Model Training artifact created
